ID,Ministry,Department,Agency,Lat,Long,Address
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health","Ban Som Pho Health Promoting Hospital, Som Pho Subdistrict, Yasothon Province",16.15078,104.398,"Moo 4, Som Pho Subdistrict, Thai Charoen District, Yasothon Province 35120"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health",Ban Pracha Asa Health Promoting Hospital Mahasarakham Province,15.80235,103.4118,"Moo 10, Prachapattana Subdistrict, Wapi Pathum District, Maha Sarakham Province 44120"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health",Ban Din Jee Health Promoting Hospital Kalasin Province,16.93148,103.7296,"Moo 1, Din Jee Subdistrict, Kham Muang District, Kalasin Province 46180"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health",Ban Kaew Krachang Health Promoting Hospital Ang Thong Province,14.75453,100.2684,"Moo 10, Si Buathong Subdistrict, Waha District, Ang Thong Province 14150"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health","Ban Hua Ngua Health Promoting Hospital, Kam Mad Sub-district, Yasothon Province",15.95689,104.3883,"Moo 2, Kam Mad Subdistrict, Kud Chum District, Yasothon Province 35140"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health",Ban Ko Maprao Health Promoting Hospital Phuket Province,7.940208,98.42844,"Moo 6, Koh Kaew Sub-district, Mueang Phuket District, Phuket Province 83000"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health",Ban Khon Sai Health Promoting Hospital Khon Sawan Subdistrict Sakon Nakhon Province,17.56866,103.7318,"177 Moo 2, Kon Sawan Subdistrict, Wanon Niwat District, Sakon Nakhon Province 47120"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health","Ban Pa Tae Sub-District Health Promoting Hospital, Pathae District, Yala Province",6.371384,101.172,"Moo 6, Pathae Subdistrict, Yaha District, Yala Province 95120"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health",Ban Siao Health Promoting Hospital Uttaradit Province,17.90521,100.8233,"218 Moo 6, Ban Siao Subdistrict, Fak Tha District, Uttaradit Province 53160"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health",Ban Kham Pia Health Promoting Hospital Ubon Ratchathani Province,15.53304,104.9538,"Moo 1, Kham Pei Subdistrict, Trakan Phuet Phon District Ubon Ratchathani 34130"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health",Ban Sap Samran Health Promoting Hospital Nakhon Sawan Province,15.32753,100.5126,"Moo 8, Baan Sap Samran, Moo 8, Suksamran Subdistrict, Tak Fa District, Nakhon Sawan Province 60190"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health",Ban Khong Dara Health Promoting Hospital Chonburi Province,13.16385,101.0715,"Moo 6, Nong Kham Subdistrict, Sriracha District, Chonburi Province 20110"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health","Ban Van Khong Sub-District Health Promoting Hospital, Phayao Province",19.39996,100.3023,"Moo 8, Fai Kwang Subdistrict, Chiang Kham District, Phayao Province 56110"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health",Ban Khong Wanphen Health Promoting Hospital Chonburi Province,12.74878,100.939,"Moo 11, Bang Saray Sub-district, Sattahip District, Chonburi Province 20250"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health",Ban Chung Health Promoting Hospital Phra Nakhon Si Ayutthaya Province,14.46096,100.6354,"Moo 1, Ban Chung Subdistrict, Nakhon Luang District, Phra Nakhon Si Ayutthaya Province 13260"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health","Ban Ton Prong Health Promoting Hospital Na Chumhet Sub-district, Trang Province",7.476102,99.73457,"Moo 3, Na Chumhet Sub-district, Yan Ta Khao District, Trang Province 92140"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health","Ban Din Daeng Health Promoting Hospital, Trat Province",12.56034,102.3328,"2/1 Moo 4, Pranab Subdistrict, Khao Saming District, Trat Province 23150"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health",Ban Fai Tae Health Promoting Hospital Kalasin Province,16.48155,103.4926,"Moo 3, Lam Phan Subdistrict, Mueang Kalasin District, Kalasin Province 46000"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health","Ban Tham Nop Sub-District Health Promoting Hospital, Chumpon District, Nakhon Nayok Province",13.98062,100.9439,"Moo 5, Chumpon Subdistrict, Ongkharak District, Nakhon Nayok Province 26120"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health",Ban Khuean Health Promoting Hospital Mahasarakham Province,16.34044,103.0896,"Moo 2, Khuean Subdistrict, Kosum Phisai District, Maha Sarakham Province 44140"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health",Ban Damrongrak Health Promoting Hospital Nakhon Sawan Province,15.44779,100.4838,"Moo 3, Baan Damrongrak, Moo 3, Udomthanya Sub-district, Tak Fah District, Nakhon Sawan Province 60190"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health",Ban Dan Chang Health Promoting Hospital Nakhon Sawan Province,16.04357,100.0168,"420 Moo 1, Danchang Subdistrict, Banphot Phisai District, Nakhon Sawan Province 60180"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health","Ban Sam Yaek Dan Chumpol Health Promoting Hospital, Trat Province",12.44447,102.6311,"103 Moo 1, Dan Chumpon Subdistrict, Borai District, Trat Province 23140"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health","Ban Dan Lot Health Promoting Hospital, Mae Khri Subdistrict, Phatthalung Province",7.339901,100.08,"26/3 Moo 3, Mae Khri Subdistrict, Tamot District, Phatthalung Province 93160"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health",Ban Dan Na Kham Health Promoting Hospital Uttaradit Province,17.71027,100.1263,"Moo 1, Ban Dannakham Subdistrict Mueang Uttaradit District, Uttaradit Province 53000"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health",Ban Dan Health Promoting Hospital Nakhon Sawan Province,15.95938,99.90572,"140 Moo 1, Ban Dan Subdistrict, Banphot Phisai District, Nakhon Sawan Province 60180"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health",Ban Dan Health Promoting Hospital Sukhothai,17.03115,99.59283,"Moo 4, Ban Dan Subdistrict, Ban Dan Lan Hoi District, Sukhothai Province 64140"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health",Ban Dan Health Promoting Hospital Uttaradit Province,17.65873,100.2843,"Moo 3, Ban Dan Sub-district, Mueang Uttaradit District, Uttaradit Province 53000"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health","Ban Daeng Subdistrict Health Promoting Hospital, Tambon Daeng, Ubon Ratchathani Province",15.65015,105.0874,"Moo 1, Ban Daeng Subdistrict, Trakan Phuet Phon District Ubon Ratchathani 34130"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health","Ban Den Mai Sung Health Promoting Hospital, Mae Salit Subdistrict, Tak Province",17.23847,99.24981,"Moo 9, Mae Salid Subdistrict, Ban Tak District, Tak 63120"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health",Ban Phet Health Promoting Hospital Chaiyaphum Province,16.3236,102.2713,"Moo 1, Ban Phet Subdistrict, Phu Khiao District, Chaiyaphum Province 36110"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health",Ban Phet Health Promoting Hospital Nakhon Ratchasima Province,15.1224,102.3065,"Moo 4, Bing Subdistrict, Non Sung District, Nakhon Ratchasima Province 30160"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health",Ban Krabang Health Promoting Hospital Phitsanulok Province,16.95606,100.2396,"Moo 2, Drum Long Subdistrict, Phrom Phiram District, Phitsanulok Province 65150"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health",Ban Din Samer Health Promoting Hospital Pattani Province,6.626749,101.6539,"Moo 1, Sai Thong Sub-district, Maikaen District, Pattani Province 94000"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health",Ban Thrao Health Promoting Hospital Phitsanulok Province,16.96575,100.2981,"Moo 1, Tha Ngam Subdistrict, Wat Bot District, Phitsanulok Province 65160"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health",Ban Khok Tanot Health Promoting Hospital Pattani Province,6.753405,101.2199,"Moo 3, Kolot Tanyong, Moo 3, Color Tanyong Sub-district, Nong Chik District, Pattani Province 94170"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health",Ban Pa Pui Health Promoting Hospital Khon Kaen Province,16.97876,102.812,"Moo 1, Non Somboon Subdistrict, Khao Suan Kwang District, Khon Kaen Province 40280"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health",Ban Phuei Health Promoting Hospital Amnat Charoen Province,15.68402,104.6893,"Moo 7, Puei Sub-district, Lue Amnat District, Amnat Charoen Province 37000"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health","Ban Sadet Subdistrict Health Promoting Hospital, Sadet Subdistrict, Lampang Province",18.3893,99.59533,"Moo 5, Ban Sadet Sub-district, Mueang Lampang District, Lampang Province 52000"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health","Ban Wan Health Promoting Hospital, Buk Rong Subdistrict, Surin Province",15.0705,103.6475,"Moo 4, Bungarong Subdistrict, Chom Phara District, Surin Province 32180"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health","Ban Han Subdistrict Health Promoting Hospital, Songkhla Province",7.065178,100.452,"Moo 4, Mae Tom Subdistrict, Bang Klam District, Songkhla Province 90110"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health",Ban Doi Chang Health Promoting Hospital Chiang Rai,19.81057,99.56274,"Ban Doi Chang Village, Moo 3, Wawee Subdistrict, Mae Suai District, Chiang Rai Province 57180"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health",Ban Doi Sa Ngo Health Promoting Hospital Chiang Rai,20.34894,100.0329,"Ban Doi Sa Ngo, Moo 7, Sri Don Mun Subdistrict, Chiang Saen District, Chiang Rai Province 57150"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health",Ban Doi Health Promoting Hospital Chiang Rai,20.12742,100.1104,"Ban Doi Village, Moo 3, Chokchai Subdistrict, Doi Luang District, Chiang Rai Province 57110"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health","Ban Dok Krai Health Promoting Hospital, Rayong Province",12.87579,101.2091,"Moo 6, Maenam Khu Subdistrict, Pluak Daeng District, Rayong Province 21140"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health","Ban Don Phueng Sub-District Health Promoting Hospital, Bak Rua District, Yasothon Province",15.57108,104.2863,"Moo 4, Bak Rua Sub-district, Mahachana Chai District, Yasothon Province 35000"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health",Ban Don Mee Health Promoting Hospital Mahasarakham Province,15.44618,103.2609,"Moo 8, Wiang Saad Subdistrict, Phayakkhaphum Phisai District, Maha Sarakham Province 44110"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health",Ban Dong Khaen Health Promoting Hospital Mahasarakham Province,15.65591,103.0151,"Moo 5, Waeng Dong Subdistrict, Yang Si Suraj District, Maha Sarakham Province 44210"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health","Ban Don Chai Subdistrict Health Promoting Hospital, Nong Phok District, Roi Et Province",16.11107,103.8127,"Moo 3, Nong Phok Subdistrict, Thawatchaburi District, Roi Et Province 45170"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health",Ban Don Champa Health Promoting Hospital Mahasarakham Province,16.34794,102.9258,"Moo 7, Phon Ngam Subdistrict, Kosum Phisai District, Maha Sarakham Province 44140"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health","Ban Chan Na Subdistrict Health Promoting Hospital, Don Sai Subdistrict, Phatthalung Province",7.729278,99.94109,"Moo 8, Don Sai Subdistrict, Khuan Khanun District, Phatthalung Province 93110"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health","Ban Don Du Subdistrict Health Promoting Hospital, Hua Chang District, Roi Et Province",15.65174,103.9238,"Moo 11, Huachang Subdistrict, Suvarnabhumi District, Roi Et Province 45130"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health","Tambon Ban Don Daeng Health Promoting Hospital, Saen Suk Subdistrict, Roi Et Province",15.74921,104.1005,"Moo 13, Saensuk Subdistrict, Phanomprai District, Roi Et Province 45140"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health","Ban Don Daeng Sub-District Health Promoting Hospital, Kham Toei District, Nakhon Phanom Province",17.25374,104.696,"Moo 13, Kham Toei Sub-district, Mueang Nakhon Phanom District, Nakhon Phanom Province 48000"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health",Ban Don Daeng Health Promoting Hospital Ban Siao District Nakhon Phanom Province,17.54667,104.0886,"Moo 4, Ban Siao Subdistrict, Na Wa District, Nakhon Phanom Province 48180"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health","Ban Don Ngua Health Promoting Hospital, Phaisan Sub-district, Roi Et Province",16.01162,103.8219,"Moo 4, Phaisan Sub-district, Thawatchaburi District, Roi Et Province 45170"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health","Tambon Ban Don Rad, Tambon Don Rad, Surin Province",15.34777,104.0057,"Moo 14, Don Rad Subdistrict, Rattanaburi District, Surin Province 32130"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health","Ban Don Toei Health Promoting Hospital, Don Toei Subdistrict, Nakhon Phanom Province",17.76573,104.1097,"Moo 1, Don Toei Subdistrict, Na Thom District, Nakhon Phanom Province 48140"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health",Ban Don Du Noi Health Promoting Hospital Khon Kaen Province,16.09793,102.6344,"Moo 10, Sriboonruang Subdistrict, Rural District, Khon Kaen Province 40180"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health",Ban Don Pradu Health Promoting Hospital Phra Nakhon Si Ayutthaya Province,11.92704,102.7777,"Rural Road No. 6038, Mai Rut Subdistrict, Khlong Yai District, Trat Province 23110"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health",Ban Don Du Health Promoting Hospital Mahasarakham Province,15.69573,103.1683,"Moo 7, Hua Dong Subdistrict, Na Dun District, Maha Sarakham Province 44180"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health",Ban Don Pradu Health Promoting Hospital Phatthalung Province,7.259248,100.3263,"Moo 5, Don Pradu Subdistrict, Pak Phayun District, Phatthalung Province 93120"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health",Ban Don Tumbuk Health Promoting Hospital Nonthaburi Province,13.87184,100.3322,"10/5 Moo 8, Banmai Subdistrict, Bang Yai District, Nonthaburi 11140"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health",Ban Don Jaidee Health Promoting Hospital Prachuap Khiri Khan Province,11.54644,99.58521,"Moo 8, Khao Lan Sub-district, Thap Sakae District, Prachuap Khiri Khan Province 77130"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health","Ban Don Kaew Health Promoting Hospital, Thoen Buri District, Lampang Province",17.58659,99.20843,"Moo 10, Thoen Buri Subdistrict, Thoen District, Lampang Province 52160"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health","Ban Don Kaeo Health Promoting Hospital, Rong Khat Subdistrict, Lampang Province",19.01309,99.53498,"Moo 8, Rong Khat Subdistrict, Wang Nuea District, Lampang Province 52140"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health",Ban Don Kaeo Health Promoting Hospital Chiang Rai,19.91723,99.99131,"Ban Don Kaew Moo 1, Mueang Chum Subdistrict, Wiang Chai District, Chiang Rai Province 57210"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health","Ban Don Kloy Health Promoting Hospital, Kho Nuea Subdistrict, Yasothon Province",15.8376,104.0535,"Moo 13, Kho Nuea Subdistrict, Mueang Yasothon District, Yasothon Province 35000"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health",Ban Don Khwang Health Promoting Hospital Uthai Thani Province,15.40954,100.0079,"Moo 5, Don Kwang Subdistrict, Mueang Uthai Thani District, Uthai Thani Province 61000"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health",Ban Don Bom Health Promoting Hospital Khon Kaen Province,16.37756,102.846,"Moo 10, Mueang Kao Subdistrict, Mueang Khon Kaen District, Khon Kaen Province 40000"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health",Ban Don Bom Health Promoting Hospital Mahasarakham Province,16.03437,103.2005,"Moo 3, Nong Chik Subdistrict, Borabue District, Maha Sarakham Province 44130"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health",Ban Don Klang Health Promoting Hospital Mahasarakham Province,16.17862,102.8946,"Moo 1, Don Klang Subdistrict, Kosum Phisai District, Maha Sarakham Province 44140"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health","Ban Don Li Subdistrict Health Promoting Hospital, Samo Subdistrict, Sisaket Province",14.82625,104.0768,"Moo 4, Samor Subdistrict, Prang Ku District, Sisaket Province 33170"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health",Ban Don Li Health Promoting Hospital Mahasarakham Province,15.58274,103.2848,"Moo 9, Nong Bua Kaew Subdistrict Phayakkhaphum Phisai District, Maha Sarakham Province 44110"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health",Ban Don Manora Health Promoting Hospital Samut Songkhram Province,13.50167,100.0009,"Moo 5, Don Manora Subdistrict, Bang Khonthi District, Samut Songkhram Province 75120"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health",Ban Don Mok Health Promoting Hospital Ubon Ratchathani Province,14.58488,104.8479,"Moo 7, Khilek Subdistrict, Nam Khun District, Ubon Ratchathani Province 34260"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health","Ban Don Moon Health Promoting Hospital, Nan Province",18.75686,100.7623,"Moo 5, Du Tai Subdistrict, Mueang Nan District, Nan Province 55000"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health","Ban Don Moon Health Promoting Hospital, Phayao Province",19.64593,100.278,"Moo 8, Chiang Rai Subdistrict, Phu Sang District, Phayao Province 56110"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health","Ban Don Nam Khrok Subdistrict Health Promoting Hospital, Nan Province",18.69065,100.7643,"Moo 2, Kong Kwai Subdistrict, Mueang Nan District, Nan Province 55000"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health","Ban Don Subdistrict Health Promoting Hospital, Nan Province",18.83698,100.4488,"Moo 5, Sutr Subdistrict, Ban Luang District, Nan Province 55190"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health",Ban Don Tanot Health Promoting Hospital Nakhon Si Thammarat Province,8.189388,100.238,"Moo 1, Suea Nung Subdistrict, Chian Yai District, Nakhon Si Thammarat Province 80190"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health","Ban Don Phla Health Promoting Hospital, Ranong Province",10.45775,98.80589,"Moo 6, Mamu Subdistrict, Kraburi District, Ranong Province 85110"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health","Ban Don Po Subdistrict Health Promoting Hospital, Tha Kon Subdistrict, Sakon Nakhon Province",17.77404,103.9472,"Moo 5, Tha Kon Subdistrict, Akkamnuan District, Sakon Nakhon Province 47170"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health","Tambon Ban Don Po Health Promoting Hospital, Nong Kheng Subdistrict, Bueng Kan Province",18.38413,103.4315,"Moo 5, Nong Kheng Subdistrict, Mueang Bueng Kan District, Bueng Kan Province 38000"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health","Ban Don Rak Subdistrict Health Promoting Hospital, Bang Luek Subdistrict, Chumphon Province",10.57391,99.18039,"Moo 10, Bang Luek Subdistrict, Mueang Chumphon District, Chumphon 86000"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health","Ban Don Sa Fang Health Promoting Hospital, Phon Thong Subdistrict, Nakhon Phanom Province",17.9034,104.226,"Moo 5, Phon Thong Subdistrict, Ban Phaeng District, Nakhon Phanom Province 48140"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health","Ban Don Sai Subdistrict Health Promoting Hospital, Chumphon Province",10.30345,99.11389,"Moo 4, Wai Tai Subdistrict, Sawee District, Chumphon Province 86130"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health",Ban Don Sakae Health Promoting Hospital Samut Sakhon Province,13.5239,100.0435,"Moo 8, Rong Khe Subdistrict, Ban Phaeo District, Samutsakorn 74120"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health",Ban Don Samo Health Promoting Hospital Nakhon Phanom Province,17.59909,104.1631,"Moo 7, Tha Bo Songkhram Subdistrict, Si Songkhram District, Nakhon Phanom Province 48150"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health",Ban Don Chi Health Promoting Hospital Amnat Charoen Province,15.73767,104.7601,"Moo 15, Dong Bang Subdistrict, Lue Amnat District, Amnat Charoen Province 37000"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health",Ban Don Sawan Health Promoting Hospital Mahasarakham Province,16.61659,103.1668,"Moo 7, Kut Pladuk Subdistrict, Chomphu District, Maha Sarakham Province 44160"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health","Ban Don Sai Subdistrict Health Promoting Hospital, Kham Kaeo Subdistrict, Bueng Kan Province",18.11286,103.5209,"Moo 4, Kham Kaew Subdistrict, So Phisai District, Bueng Kan Province, 43170"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health",Ban Don Si Nuan Health Promoting Hospital Chainat Province,15.07531,99.94915,"Moo 11, Nong Saeng Subdistrict, Hankha District, Chainat Province 17160"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health","Tambon Ban Don Tan Health Promoting Hospital, Si Phum Subdistrict, Nan Province",19.05672,100.7821,"Moo 4, Sripoom Subdistrict, Tha Wang Pha District, Nan Province 55140"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health","Tambon Ban Don Thong Health Promoting Hospital, Bang Chang Subdistrict, Nakhon Pathom Province",13.72033,100.176,"Moo 3, Bang Chang Subdistrict, Samphran District, Nakhon Pathom Province 73110"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health",Ban Don Phan Chad Health Promoting Hospital Ubon Ratchathani Province,15.3147,105.195,"Moo 4, Tan Sum Subdistrict, Tan Sum District, Ubon Ratchathani Province 34330"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health",Ban Don Tio Health Promoting Hospital Mahasarakham Province,15.56038,103.2099,"Moo 13, Kam Pu Subdistrict, Phayakkhaphum Phisai District, Maha Sarakham Province 44110"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health",Ban Don Wan Health Promoting Hospital Mahasarakham Province,16.00922,103.316,"Moo 5, Don Wan Subdistrict, Mueang Maha Sarakham District, Maha Sarakham Province 44000"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health",Ban Don Ya Nang Health Promoting Hospital Kalasin Province,16.42078,103.4531,"Moo 1, Don Somboon Sub-district, Yang Talat District, Kalasin Province 46120"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health",Ban Don Ya Nang Health Promoting Hospital Nong Bua Lam Phu Province,17.26697,102.3917,"Moo 3, Nong Phai Saen Subdistrict Mueang Nong Bua Lam Phu District Nong Bua Lam Phu Province 39000"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health","Health Promoting Hospital, Ban Don Yai Subdistrict, Don Yai District, Ratchaburi Province",13.70646,99.98893,"Moo 5, Don Yai Subdistrict, Bang Phae District, Ratchaburi Province 70160"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health",Ban Don Yang Health Promoting Hospital Chiang Rai,19.70348,100.2693,"Ban Don Yang Village, Moo 13, Ngao Subdistrict, Thoeng District, Chiang Rai Province 57160"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health",Ban Don Yang Health Promoting Hospital Nakhon Phanom Province,17.52356,104.5184,"Moo 2, Na Khamin Subdistrict, Phon Sawan District, Nakhon Phanom Province 48190"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health","Ban Don Subdistrict Health Promoting Hospital, Rayong Province",12.70001,101.2933,"Moo 4, Choeng Noen Sub-district, Mueang Rayong District, Rayong Province 21000"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health",Ban Don Health Promoting Hospital Chaiyaphum Province,16.31676,102.3062,"Moo 1, Ban Don Subdistrict, Phu Khiao District, Chaiyaphum Province 36110"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health",Ban Don Health Promoting Hospital Suphanburi,14.31771,99.94732,"Moo 2, Ban Don Subdistrict, U Thong District, Suphanburi Province 72160"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health",Ban Don Man Nam Health Promoting Hospital Mahasarakham Province,15.85588,103.2506,"Moo 13, Ban Wai Subdistrict, Wapi Pathum District, Maha Sarakham Province 44120"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health",Ban Dong Pluang Health Promoting Hospital Phitsanulok Province,16.75912,100.3974,"Moo 7, Wang Phikul Subdistrict, Wang Thong District, Phitsanulok Province 65130"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health","Ban Dong Bak Subdistrict Health Promoting Hospital, Nong Phai Subdistrict, Udon Thani Province",17.31438,103.0537,"Moo 8, Nong Phai Subdistrict, Nong Han District, Udon Thani Province 41130"
